headline,date,ticker,score,current,1h_return,SMA_10,SMA_20,SMA_50,EMA_12,EMA_26,RSI_14,Stoch_K,Stoch_D,Williams_R,ROC,ATR_14,BB_Upper,BB_Lower,BB_Width,OBV,Vol_SMA_20,MFI_14,ADX_14,CCI_20
Inside My Unique Passive Income Strategy on Apple (And How You Can Easily Mimic it With This ETF),2026-01-31 13:08:00+00:00,AAPL,0.0,254.9199981689453,0.04809349833240924,256.7645004272461,256.9337516784668,253.42405914306642,256.4803491656375,256.0273762166483,45.785922021785,36.680121089808274,36.680121089808274,-63.31987891019173,-0.13124393546014465,1.9139251708984375,260.47981996772677,253.38768338920684,0.027821028673551514,-55139265.0,4123177.15,59.058995352263985,22.403743396351004,-111.97338982584377
Palantir Billionaire Peter Thiel Shifts His AI Bet. He Recently Dumped Nvidia Stock and Bought Shares of These 2 Tech Industry Stalwarts.,2026-01-31 09:10:00+00:00,AAPL,0.0,254.9199981689453,0.04809349833240924,256.7645004272461,256.9337516784668,253.42405914306642,256.4803491656375,256.0273762166483,45.785922021785,36.680121089808274,36.680121089808274,-63.31987891019173,-0.13124393546014465,1.9139251708984375,260.47981996772677,253.38768338920684,0.027821028673551514,-55139265.0,4123177.15,59.058995352263985,22.403743396351004,-111.97338982584377
"Stock Market Today, Jan. 30: Apple Advances After Strong Earnings as Focus Turns to AI and Supply",2026-01-30 22:31:38+00:00,AAPL,0.4646974205970764,254.9199981689453,0.04809349833240924,256.7645004272461,256.9337516784668,253.42405914306642,256.4803491656375,256.0273762166483,45.785922021785,36.680121089808274,36.680121089808274,-63.31987891019173,-0.13124393546014465,1.9139251708984375,260.47981996772677,253.38768338920684,0.027821028673551514,-55139265.0,4123177.15,59.058995352263985,22.403743396351004,-111.97338982584377
"Got $1,000? 2 Top Growth Stocks to Buy That Could Double Your Money.",2026-02-13 19:28:00+00:00,NVDA,0.0,183.69000244140625,-0.004926772101195616,186.252001953125,188.34429016113282,185.33349609375,186.18153586980904,187.0739892923041,37.899010240127,13.222486778849365,13.222486778849365,-86.77751322115064,-3.336313412943802,2.330256870814732,194.2790091296639,182.40957119260173,0.06461667907510811,-148286153.0,14338236.45,37.12788671498708,31.965069235575864,-126.0188981651531
"I Predicted That Oracle and Netflix Would Join Nvidia, Alphabet, Apple, Microsoft, Amazon, Broadcom, Meta Platforms, and Tesla in the $1 Trillion Club by 2030. Here's Why That Forecast Is Being Tested in 2026.",2026-02-13 17:11:00+00:00,NVDA,0.0,184.5500030517578,-0.004659986974426502,187.36050109863282,188.86454010009766,184.92482818603514,187.07354935266162,187.59469489082437,40.13085658718948,20.753131254826823,20.753131254826823,-79.24686874517319,-3.902728625399565,2.3016858782087053,193.98504801647837,183.74403218371694,0.05549182153028358,-132405111.0,14311588.05,40.86366390026043,34.00339517914842,-180.81671431459247
Market Crash: 3 Stocks I'd Buy Without Hesitation,2026-02-13 16:05:00+00:00,NVDA,0.0,183.59500122070312,0.0034042321187638183,187.90850067138672,189.09928970336915,184.738828125,187.53237595285788,187.83827533497336,36.44632015795297,12.390603162386995,12.390603162386995,-87.609396837613,-4.093380144882413,2.3095430646623885,193.800252087078,184.3983273196603,0.05121013483431106,-142319023.0,14233228.0,41.39788366153715,34.9686998403944,-242.30449440033078
Forget Invesco's S&P 500 ETF and Buy This Instead,2026-02-13 15:30:00+00:00,NVDA,0.0,183.59500122070312,0.0052016766508074,187.90850067138672,189.09928970336915,184.738828125,187.53237595285788,187.83827533497336,36.44632015795297,12.390603162386995,12.390603162386995,-87.609396837613,-4.093380144882413,2.3095430646623885,193.800252087078,184.3983273196603,0.05121013483431106,-142319023.0,14233228.0,41.39788366153715,34.9686998403944,-242.30449440033078
AI Pivot Buzz Sends Agencia Comercial Spirits Stock Higher,2026-02-13 15:20:11+00:00,NVDA,0.28309229016304016,184.0800018310547,0.0025532443287048837,188.65500030517578,189.4040397644043,184.61083221435547,188.24826226785402,188.1777449359433,37.53569584704628,16.637538714789248,16.637538714789248,-83.36246128521076,-4.1175085314819375,2.3407080514090404,193.3287193738935,185.4793601549151,0.042641020974035014,-125486154.0,13833740.4,49.92988251276363,36.00827131663702,-264.0443347580092
Should You Buy Archer Aviation While It's Below $10?,2026-02-13 15:05:00+00:00,NVDA,0.0,184.0800018310547,0.0025532443287048837,188.65500030517578,189.4040397644043,184.61083221435547,188.24826226785402,188.1777449359433,37.53569584704628,16.637538714789248,16.637538714789248,-83.36246128521076,-4.1175085314819375,2.3407080514090404,193.3287193738935,185.4793601549151,0.042641020974035014,-125486154.0,13833740.4,49.92988251276363,36.00827131663702,-264.0443347580092
3 Monster Stocks to Hold for the Next 3 Years,2026-02-13 14:12:00+00:00,NVDA,0.0,186.91000366210938,-0.01773582139241203,189.45149993896484,189.65604476928712,184.53583221435548,189.00612780189127,188.50557238575422,44.78938300695319,5.641868843497592,5.641868843497592,-94.35813115650241,-2.2896105155815465,2.2949927193777904,192.68676061335285,186.6253289252214,0.03242968043106528,-89386554.0,12710420.85,66.64046094110566,37.12782445473655,-168.70362346182353
Prediction: Alphabet Will Be a $5 Trillion Stock by the End of 2027,2026-02-13 12:19:00+00:00,NVDA,0.0,186.91000366210938,-0.015140986440568932,189.45149993896484,189.65604476928712,184.53583221435548,189.00612780189127,188.50557238575422,44.78938300695319,5.641868843497592,5.641868843497592,-94.35813115650241,-2.2896105155815465,2.2949927193777904,192.68676061335285,186.6253289252214,0.03242968043106528,-89386554.0,12710420.85,66.64046094110566,37.12782445473655,-168.70362346182353
Are Leveraged ETFs Right for Your Portfolio? QLD's Tech Bet vs. SSO's Higher Dividend.,2026-02-13 12:09:31+00:00,NVDA,0.0,186.91000366210938,-0.015140986440568932,189.45149993896484,189.65604476928712,184.53583221435548,189.00612780189127,188.50557238575422,44.78938300695319,5.641868843497592,5.641868843497592,-94.35813115650241,-2.2896105155815465,2.2949927193777904,192.68676061335285,186.6253289252214,0.03242968043106528,-89386554.0,12710420.85,66.64046094110566,37.12782445473655,-168.70362346182353
Will the Stock Market Crash in 2026? Here's What the Data Suggests Will Happen.,2026-02-13 11:30:00+00:00,NVDA,0.0,186.91000366210938,-0.015140986440568932,189.45149993896484,189.65604476928712,184.53583221435548,189.00612780189127,188.50557238575422,44.78938300695319,5.641868843497592,5.641868843497592,-94.35813115650241,-2.2896105155815465,2.2949927193777904,192.68676061335285,186.6253289252214,0.03242968043106528,-89386554.0,12710420.85,66.64046094110566,37.12782445473655,-168.70362346182353
"Microsoft, Alphabet, Amazon, and Meta Platforms Just Announced Fantastic News for Nvidia.",2026-02-13 11:15:00+00:00,NVDA,0.2848359942436218,186.91000366210938,-0.015140986440568932,189.45149993896484,189.65604476928712,184.53583221435548,189.00612780189127,188.50557238575422,44.78938300695319,5.641868843497592,5.641868843497592,-94.35813115650241,-2.2896105155815465,2.2949927193777904,192.68676061335285,186.6253289252214,0.03242968043106528,-89386554.0,12710420.85,66.64046094110566,37.12782445473655,-168.70362346182353
5 Best Artificial Intelligence Stocks to Buy in February,2026-02-13 09:15:00+00:00,NVDA,0.0,186.91000366210938,-0.015140986440568932,189.45149993896484,189.65604476928712,184.53583221435548,189.00612780189127,188.50557238575422,44.78938300695319,5.641868843497592,5.641868843497592,-94.35813115650241,-2.2896105155815465,2.2949927193777904,192.68676061335285,186.6253289252214,0.03242968043106528,-89386554.0,12710420.85,66.64046094110566,37.12782445473655,-168.70362346182353
"Software Bear Market: 2 AI Stocks With 55% and 92% Upside to Buy Now, According to Wall Street",2026-02-13 09:12:00+00:00,NVDA,0.0,186.91000366210938,-0.015140986440568932,189.45149993896484,189.65604476928712,184.53583221435548,189.00612780189127,188.50557238575422,44.78938300695319,5.641868843497592,5.641868843497592,-94.35813115650241,-2.2896105155815465,2.2949927193777904,192.68676061335285,186.6253289252214,0.03242968043106528,-89386554.0,12710420.85,66.64046094110566,37.12782445473655,-168.70362346182353
Should You Buy Nvidia Before Feb. 25? Wall Street is Providing a Nearly Unanimous Answer,2026-02-13 08:02:00+00:00,NVDA,0.0,186.91000366210938,-0.015140986440568932,189.45149993896484,189.65604476928712,184.53583221435548,189.00612780189127,188.50557238575422,44.78938300695319,5.641868843497592,5.641868843497592,-94.35813115650241,-2.2896105155815465,2.2949927193777904,192.68676061335285,186.6253289252214,0.03242968043106528,-89386554.0,12710420.85,66.64046094110566,37.12782445473655,-168.70362346182353
S&P 500 Faces Volatility Spike Into Holiday Weekend,2026-02-13 06:41:00+00:00,NVDA,-0.36077025532722473,186.91000366210938,-0.015140986440568932,189.45149993896484,189.65604476928712,184.53583221435548,189.00612780189127,188.50557238575422,44.78938300695319,5.641868843497592,5.641868843497592,-94.35813115650241,-2.2896105155815465,2.2949927193777904,192.68676061335285,186.6253289252214,0.03242968043106528,-89386554.0,12710420.85,66.64046094110566,37.12782445473655,-168.70362346182353
"If I Could Only Buy and Hold a Single Stock, This Would Be It",2026-02-13 06:30:00+00:00,NVDA,0.0,186.91000366210938,-0.015140986440568932,189.45149993896484,189.65604476928712,184.53583221435548,189.00612780189127,188.50557238575422,44.78938300695319,5.641868843497592,5.641868843497592,-94.35813115650241,-2.2896105155815465,2.2949927193777904,192.68676061335285,186.6253289252214,0.03242968043106528,-89386554.0,12710420.85,66.64046094110566,37.12782445473655,-168.70362346182353
"Amazon, Microsoft, and Alphabet Stocks Plummet on AI Investments. These 3 Stocks Are Set to Win.",2026-02-12 22:05:00+00:00,NVDA,-0.44694143533706665,186.91000366210938,-0.015140986440568932,189.45149993896484,189.65604476928712,184.53583221435548,189.00612780189127,188.50557238575422,44.78938300695319,5.641868843497592,5.641868843497592,-94.35813115650241,-2.2896105155815465,2.2949927193777904,192.68676061335285,186.6253289252214,0.03242968043106528,-89386554.0,12710420.85,66.64046094110566,37.12782445473655,-168.70362346182353
2 No-Brainer Artificial Intelligence (AI) Stocks to Buy Hand Over Fist in February,2026-02-12 21:30:00+00:00,NVDA,0.25169864296913147,186.91000366210938,-0.015140986440568932,189.45149993896484,189.65604476928712,184.53583221435548,189.00612780189127,188.50557238575422,44.78938300695319,5.641868843497592,5.641868843497592,-94.35813115650241,-2.2896105155815465,2.2949927193777904,192.68676061335285,186.6253289252214,0.03242968043106528,-89386554.0,12710420.85,66.64046094110566,37.12782445473655,-168.70362346182353
1 Brilliant AI Stock That You Should Buy Hand Over Fist in 2026,2026-02-12 20:29:51+00:00,NVDA,0.0,187.60000610351562,-0.018763348389864324,189.90359954833986,189.76920471191406,184.371572265625,189.38724128189543,188.63322124847053,46.83864704668756,5.808630663648449,5.808630663648449,-94.19136933635156,-0.6987042548292105,2.2649917602539062,192.5247225993818,187.01368682444632,0.029376522364794252,-77785675.0,13592331.55,68.16063424037475,39.72019505759288,-124.5200395795955
"GEO Stock Down 40%, and One Major Investor Just Cut $6.7 Million From Its Stake",2026-02-12 20:08:51+00:00,NVDA,-0.4870646893978119,187.60000610351562,-0.018763348389864324,189.90359954833986,189.76920471191406,184.371572265625,189.38724128189543,188.63322124847053,46.83864704668756,5.808630663648449,5.808630663648449,-94.19136933635156,-0.6987042548292105,2.2649917602539062,192.5247225993818,187.01368682444632,0.029376522364794252,-77785675.0,13592331.55,68.16063424037475,39.72019505759288,-124.5200395795955
Is Micron Stock Your Ticket to Becoming a Millionaire?,2026-02-12 20:05:00+00:00,NVDA,0.0,187.60000610351562,-0.018763348389864324,189.90359954833986,189.76920471191406,184.371572265625,189.38724128189543,188.63322124847053,46.83864704668756,5.808630663648449,5.808630663648449,-94.19136933635156,-0.6987042548292105,2.2649917602539062,192.5247225993818,187.01368682444632,0.029376522364794252,-77785675.0,13592331.55,68.16063424037475,39.72019505759288,-124.5200395795955
"Ready to Get Greedy in the ""SaaSpocalypse""? Check Out This Software ETF.",2026-02-12 19:23:00+00:00,NVDA,0.0,189.0500030517578,-0.011319753266878032,190.34209899902345,189.87870407104492,184.19347229003907,189.7121931325541,188.71588081328605,51.43035361811362,28.571497011725533,28.571497011725533,-71.42850298827447,0.23328690948644276,2.205348423549107,192.4383661294496,187.31904201264024,0.027079206739858162,-67262487.0,13601468.85,68.5658835763549,41.9195412228444,-57.01632082495719
"Apple, Nvidia And Other 8 Tech Stocks Just Wiped Out $500 Billion As A New Threat Emerges",2026-02-12 19:06:45+00:00,NVDA,-0.3687064051628113,189.0500030517578,-0.011319753266878032,190.34209899902345,189.87870407104492,184.19347229003907,189.7121931325541,188.71588081328605,51.43035361811362,28.571497011725533,28.571497011725533,-71.42850298827447,0.23328690948644276,2.205348423549107,192.4383661294496,187.31904201264024,0.027079206739858162,-67262487.0,13601468.85,68.5658835763549,41.9195412228444,-57.01632082495719
Western Digital’s 970% Moonshot: What the AI Storage Charts Don’t Show You Yet,2026-02-12 18:38:00+00:00,NVDA,0.0,189.0500030517578,-0.011319753266878032,190.34209899902345,189.87870407104492,184.19347229003907,189.7121931325541,188.71588081328605,51.43035361811362,28.571497011725533,28.571497011725533,-71.42850298827447,0.23328690948644276,2.205348423549107,192.4383661294496,187.31904201264024,0.027079206739858162,-67262487.0,13601468.85,68.5658835763549,41.9195412228444,-57.01632082495719
Is Nvidia Headed for a $10 Trillion Market Cap by Decade’s End?,2026-02-12 18:29:00+00:00,NVDA,0.0,189.25,-0.008718593904805151,190.56607818603516,189.92120361328125,183.99564208984376,189.83259132908185,188.68915021234096,52.08430926084272,31.71116141472938,31.71116141472938,-68.28883858527061,0.07931987924012363,2.166062491280692,192.4509826948932,187.3914245316693,0.02673478553883184,-57754221.0,13775475.15,69.79977879810178,43.35100421227034,-54.31918586364489
The AI Sell-Off Created a Rare Buying Opportunity in These 2 Stocks,2026-02-12 18:15:00+00:00,NVDA,0.43473246693611145,189.25,-0.008718593904805151,190.56607818603516,189.92120361328125,183.99564208984376,189.83259132908185,188.68915021234096,52.08430926084272,31.71116141472938,31.71116141472938,-68.28883858527061,0.07931987924012363,2.166062491280692,192.4509826948932,187.3914245316693,0.02673478553883184,-57754221.0,13775475.15,69.79977879810178,43.35100421227034,-54.31918586364489
Why Microsoft’s Cloud Migrations Matter More Than Its AI Hype,2026-02-12 17:01:00+00:00,NVDA,0.0,189.5749969482422,-0.0027693203478078333,190.5330780029297,190.00920333862305,183.81064422607423,189.93851702529867,188.64428073939183,53.103183470157674,36.81314601224055,36.81314601224055,-63.18685398775945,0.19026008367153496,2.1132049560546875,192.56300495250514,187.45540172474097,0.026942388553268193,-44789050.0,13590089.8,69.05943181727721,44.89260682761048,-93.34192727551377
"The Great Distortion: 1,500 Stocks Vs. The Magnificent 7 In Norway's Massive U.S. Equity Portfolio",2026-02-12 15:16:00+00:00,NVDA,0.0,191.69000244140625,-0.0110334679233496,190.61607971191407,190.29435348510742,183.46104248046876,190.49545138654423,188.67101093933667,62.60714385486626,63.40990008710954,63.40990008710954,-36.59009991289046,1.0543518236380351,1.7849982125418526,192.60306878323308,187.98563818698176,0.02408800948115555,-39420248.0,12989490.7,70.58728064220142,48.8256634327616,90.98398664738968
8 High-Yield Dividend Stocks to Buy and Hold for Reliable Passive Income,2026-02-12 14:43:00+00:00,NVDA,0.0,191.69000244140625,-0.0110334679233496,190.61607971191407,190.29435348510742,183.46104248046876,190.49545138654423,188.67101093933667,62.60714385486626,63.40990008710954,63.40990008710954,-36.59009991289046,1.0543518236380351,1.7849982125418526,192.60306878323308,187.98563818698176,0.02408800948115555,-39420248.0,12989490.7,70.58728064220142,48.8256634327616,90.98398664738968
Stock Market Sell-Off: 3 Stocks I'm Still Buying Now,2026-02-12 14:15:00+00:00,NVDA,0.0,190.02999877929688,-0.014339873288535247,190.3685791015625,190.3011032104492,183.34104248046876,190.27826028559218,188.42948151599143,57.317682788238436,37.15960873372816,37.15960873372816,-62.84039126627184,0.4811211718408042,1.8414263044084822,192.62771865526318,187.97448776563525,0.024486822709672555,-67086719.0,12434611.65,54.21503333048457,48.36543473421402,-9.973518300151184
5 Artificial Intelligence Stocks You Can Buy and Hold for the Next Decade,2026-02-12 13:30:00+00:00,NVDA,0.0,190.02999877929688,0.00873548214899124,190.3685791015625,190.3011032104492,183.34104248046876,190.27826028559218,188.42948151599143,57.317682788238436,37.15960873372816,37.15960873372816,-62.84039126627184,0.4811211718408042,1.8414263044084822,192.62771865526318,187.97448776563525,0.024486822709672555,-67086719.0,12434611.65,54.21503333048457,48.36543473421402,-9.973518300151184
"Can S&P 500 Finally Break 7,000 Barrier?",2026-02-12 12:12:00+00:00,NVDA,0.0,190.02999877929688,0.00873548214899124,190.3685791015625,190.3011032104492,183.34104248046876,190.27826028559218,188.42948151599143,57.317682788238436,37.15960873372816,37.15960873372816,-62.84039126627184,0.4811211718408042,1.8414263044084822,192.62771865526318,187.97448776563525,0.024486822709672555,-67086719.0,12434611.65,54.21503333048457,48.36543473421402,-9.973518300151184
What Is Driving Micron Shares Higher?,2026-02-12 12:02:00+00:00,NVDA,0.0,190.02999877929688,0.00873548214899124,190.3685791015625,190.3011032104492,183.34104248046876,190.27826028559218,188.42948151599143,57.317682788238436,37.15960873372816,37.15960873372816,-62.84039126627184,0.4811211718408042,1.8414263044084822,192.62771865526318,187.97448776563525,0.024486822709672555,-67086719.0,12434611.65,54.21503333048457,48.36543473421402,-9.973518300151184
3 Earnings Winners Holding Strong in a Range-Bound Market,2026-02-12 10:37:00+00:00,NVDA,0.47007718682289124,190.02999877929688,0.00873548214899124,190.3685791015625,190.3011032104492,183.34104248046876,190.27826028559218,188.42948151599143,57.317682788238436,37.15960873372816,37.15960873372816,-62.84039126627184,0.4811211718408042,1.8414263044084822,192.62771865526318,187.97448776563525,0.024486822709672555,-67086719.0,12434611.65,54.21503333048457,48.36543473421402,-9.973518300151184
"Buy 2 Vanguard Index Funds to Beat the S&P 500 in the Next Year, According to Wall Street",2026-02-12 09:12:00+00:00,NVDA,0.4079430401325226,190.02999877929688,0.00873548214899124,190.3685791015625,190.3011032104492,183.34104248046876,190.27826028559218,188.42948151599143,57.317682788238436,37.15960873372816,37.15960873372816,-62.84039126627184,0.4811211718408042,1.8414263044084822,192.62771865526318,187.97448776563525,0.024486822709672555,-67086719.0,12434611.65,54.21503333048457,48.36543473421402,-9.973518300151184
"3 Trillion-Dollar Stocks That Can Soar Up to 90% in 2026, According to Select Wall Street Analysts",2026-02-12 09:06:00+00:00,NVDA,0.4499664306640625,190.02999877929688,0.00873548214899124,190.3685791015625,190.3011032104492,183.34104248046876,190.27826028559218,188.42948151599143,57.317682788238436,37.15960873372816,37.15960873372816,-62.84039126627184,0.4811211718408042,1.8414263044084822,192.62771865526318,187.97448776563525,0.024486822709672555,-67086719.0,12434611.65,54.21503333048457,48.36543473421402,-9.973518300151184
2 Red-Hot Growth Stocks to Buy in 2026,2026-02-12 02:10:00+00:00,NVDA,0.0,190.02999877929688,0.00873548214899124,190.3685791015625,190.3011032104492,183.34104248046876,190.27826028559218,188.42948151599143,57.317682788238436,37.15960873372816,37.15960873372816,-62.84039126627184,0.4811211718408042,1.8414263044084822,192.62771865526318,187.97448776563525,0.024486822709672555,-67086719.0,12434611.65,54.21503333048457,48.36543473421402,-9.973518300151184
"I Predicted That ExxonMobil Would Join the $1 Trillion Club by 2030, But the Stock Is Already Up 24% in 2026. Is the High-Yield Dividend Stock Still a Buy Now?",2026-02-12 01:05:00+00:00,NVDA,0.0,190.02999877929688,0.00873548214899124,190.3685791015625,190.3011032104492,183.34104248046876,190.27826028559218,188.42948151599143,57.317682788238436,37.15960873372816,37.15960873372816,-62.84039126627184,0.4811211718408042,1.8414263044084822,192.62771865526318,187.97448776563525,0.024486822709672555,-67086719.0,12434611.65,54.21503333048457,48.36543473421402,-9.973518300151184
"The ""Magnificent Seven"" Plan to Spend $680 Billion Largely on Artificial Intelligence Capex: Is Now the Time to Pile Into the Group?",2026-02-12 00:16:00+00:00,NVDA,0.0,190.02999877929688,0.00873548214899124,190.3685791015625,190.3011032104492,183.34104248046876,190.27826028559218,188.42948151599143,57.317682788238436,37.15960873372816,37.15960873372816,-62.84039126627184,0.4811211718408042,1.8414263044084822,192.62771865526318,187.97448776563525,0.024486822709672555,-67086719.0,12434611.65,54.21503333048457,48.36543473421402,-9.973518300151184
"Vatican Bank Is Picking Stocks — And It Likes Meta, Amazon The Most",2026-02-11 23:52:44+00:00,NVDA,0.0,190.02999877929688,0.00873548214899124,190.3685791015625,190.3011032104492,183.34104248046876,190.27826028559218,188.42948151599143,57.317682788238436,37.15960873372816,37.15960873372816,-62.84039126627184,0.4811211718408042,1.8414263044084822,192.62771865526318,187.97448776563525,0.024486822709672555,-67086719.0,12434611.65,54.21503333048457,48.36543473421402,-9.973518300151184
Where Will Nvidia Stock Be in 5 Years?,2026-02-11 19:22:00+00:00,NVDA,0.0,192.0449981689453,-0.01049232944810053,190.1530792236328,190.05010375976562,183.241142578125,190.18947168355044,188.08073852567807,67.74140880546713,37.01083437648379,37.01083437648379,-62.98916562351621,1.188157944351044,2.374283926827567,193.224164545178,186.87604297435323,0.03305538614049315,-51515929.0,15093951.95,58.93882597971938,47.929584598132195,83.99041546702459
"Alibaba Bets On AI Chips, As LVMH Exits China Duty-free",2026-02-11 18:23:39+00:00,NVDA,-0.27520063519477844,191.43099975585938,-0.0019380465950592167,189.86058959960937,189.71460418701173,183.24063049316408,189.85210323148604,187.76358104199218,66.06109512677617,31.221133508870373,31.221133508870373,-68.77886649112962,0.8062169081530146,2.3471407209123885,193.38112357658903,186.04808479743443,0.03830643306730238,-59172220.0,15422103.9,54.284348502518654,47.01272926761815,84.09888375934521
AMD Vs. Nvidia : What’s the Better AI Stock?,2026-02-11 18:02:00+00:00,NVDA,0.0,191.43099975585938,-0.0019380465950592167,189.86058959960937,189.71460418701173,183.24063049316408,189.85210323148604,187.76358104199218,66.06109512677617,31.221133508870373,31.221133508870373,-68.77886649112962,0.8062169081530146,2.3471407209123885,193.38112357658903,186.04808479743443,0.03830643306730238,-59172220.0,15422103.9,54.284348502518654,47.01272926761815,84.09888375934521
Prediction: This Artificial Intelligence (AI) Stock Will Reach a New All-Time High by End of 2026,2026-02-11 17:19:00+00:00,NVDA,0.41051989793777466,191.98500061035156,0.0003125116983254317,189.6348098754883,189.36530456542968,183.24511047363282,189.56503113597003,187.47017084712135,69.0756881423071,36.44508712104862,36.44508712104862,-63.554912878951384,0.5104476894169698,2.3542774745396207,193.62622647943763,185.10438265142173,0.04438807094785309,-50423357.0,15454865.0,49.3724814975868,45.90096523993823,83.90749221152238
The Value Rotation Illusion,2026-02-11 15:02:00+00:00,NVDA,0.0,188.9199981689453,0.016223811513407453,189.27632904052734,188.65363998413085,183.2471145629883,188.73144427886334,186.77447344991546,60.277776278286304,7.543632465719918,7.543632465719918,-92.45636753428008,-1.3935999895508473,2.1867773873465404,193.51989786551016,183.78738210275154,0.05151659886241972,-79911971.0,15475324.45,49.6346060883131,43.49392845968942,46.23245200490211
"Nvidia CEO Jensen Huang Says the Thinking Behind This Stock Sell-Off Is ""Illogical""",2026-02-11 13:07:00+00:00,NVDA,-0.4696798026561737,188.61000061035156,0.0016435902528528822,189.4853286743164,188.40663986206056,183.2759146118164,188.69716175335932,186.60281916661825,59.20650076613008,31.30729167746094,31.30729167746094,-68.69270832253906,-1.6760048945852912,2.544635227748326,193.69881949753088,183.11446022659024,0.05611769915004036,-112041173.0,15031588.6,54.607463795411476,42.14975642753414,7.135199171144063
Europe's OpenAI Rival Mistral Bets $1.4 Billion On Swedish AI Infrastructure Buildout,2026-02-11 12:49:09+00:00,NVDA,0.32136139273643494,188.61000061035156,0.0016435902528528822,189.4853286743164,188.40663986206056,183.2759146118164,188.69716175335932,186.60281916661825,59.20650076613008,31.30729167746094,31.30729167746094,-68.69270832253906,-1.6760048945852912,2.544635227748326,193.69881949753088,183.11446022659024,0.05611769915004036,-112041173.0,15031588.6,54.607463795411476,42.14975642753414,7.135199171144063
Meet the Artificial Intelligence (AI) Stock That 98% of Wall Street Analysts Rate as a Buy,2026-02-11 12:36:00+00:00,NVDA,0.0,188.61000061035156,0.0016435902528528822,189.4853286743164,188.40663986206056,183.2759146118164,188.69716175335932,186.60281916661825,59.20650076613008,31.30729167746094,31.30729167746094,-68.69270832253906,-1.6760048945852912,2.544635227748326,193.69881949753088,183.11446022659024,0.05611769915004036,-112041173.0,15031588.6,54.607463795411476,42.14975642753414,7.135199171144063
Should You Forget Nvidia and Buy These 2 Millionaire-Maker AI Stocks Instead?,2026-02-11 10:15:00+00:00,NVDA,0.0,188.61000061035156,0.0016435902528528822,189.4853286743164,188.40663986206056,183.2759146118164,188.69716175335932,186.60281916661825,59.20650076613008,31.30729167746094,31.30729167746094,-68.69270832253906,-1.6760048945852912,2.544635227748326,193.69881949753088,183.11446022659024,0.05611769915004036,-112041173.0,15031588.6,54.607463795411476,42.14975642753414,7.135199171144063
"Security 2.0, Inc. Awarded IDIQ Contract with U.S. Missile Defense Agency for Golden Dome Program",2026-02-11 10:00:00+00:00,NVDA,0.46798667311668396,188.61000061035156,0.0016435902528528822,189.4853286743164,188.40663986206056,183.2759146118164,188.69716175335932,186.60281916661825,59.20650076613008,31.30729167746094,31.30729167746094,-68.69270832253906,-1.6760048945852912,2.544635227748326,193.69881949753088,183.11446022659024,0.05611769915004036,-112041173.0,15031588.6,54.607463795411476,42.14975642753414,7.135199171144063
"Can Amazon Stock Turn $10,000 Into $50,000 in the Next Decade? Here's What History Says.",2026-02-11 08:06:00+00:00,NVDA,0.0,188.61000061035156,0.0016435902528528822,189.4853286743164,188.40663986206056,183.2759146118164,188.69716175335932,186.60281916661825,59.20650076613008,31.30729167746094,31.30729167746094,-68.69270832253906,-1.6760048945852912,2.544635227748326,193.69881949753088,183.11446022659024,0.05611769915004036,-112041173.0,15031588.6,54.607463795411476,42.14975642753414,7.135199171144063
Taiwan Semiconductor Manufacturing (TSM) CEO C.C. Wei Just Delivered Fantastic News for Nvidia Investors,2026-02-11 07:15:00+00:00,NVDA,0.41071197390556335,188.61000061035156,0.0016435902528528822,189.4853286743164,188.40663986206056,183.2759146118164,188.69716175335932,186.60281916661825,59.20650076613008,31.30729167746094,31.30729167746094,-68.69270832253906,-1.6760048945852912,2.544635227748326,193.69881949753088,183.11446022659024,0.05611769915004036,-112041173.0,15031588.6,54.607463795411476,42.14975642753414,7.135199171144063
"China's ByteDance In Talks With Samsung To Manufacture AI Chips, Secure Scarce Memory Chip Supplies: Report",2026-02-11 07:02:53+00:00,NVDA,0.0,188.61000061035156,0.0016435902528528822,189.4853286743164,188.40663986206056,183.2759146118164,188.69716175335932,186.60281916661825,59.20650076613008,31.30729167746094,31.30729167746094,-68.69270832253906,-1.6760048945852912,2.544635227748326,193.69881949753088,183.11446022659024,0.05611769915004036,-112041173.0,15031588.6,54.607463795411476,42.14975642753414,7.135199171144063
"Which Big Tech Stocks Have the Most Debt, and Why It Matters",2026-02-11 06:05:00+00:00,NVDA,0.0,188.61000061035156,0.0016435902528528822,189.4853286743164,188.40663986206056,183.2759146118164,188.69716175335932,186.60281916661825,59.20650076613008,31.30729167746094,31.30729167746094,-68.69270832253906,-1.6760048945852912,2.544635227748326,193.69881949753088,183.11446022659024,0.05611769915004036,-112041173.0,15031588.6,54.607463795411476,42.14975642753414,7.135199171144063
"Large-Scale AI Model Market to Reach USD 52.82 Billion by 2035, Fueled by Generative AI and Enterprise Automation | SNS Insider",2026-02-11 05:00:00+00:00,NVDA,0.4461551010608673,188.61000061035156,0.0016435902528528822,189.4853286743164,188.40663986206056,183.2759146118164,188.69716175335932,186.60281916661825,59.20650076613008,31.30729167746094,31.30729167746094,-68.69270832253906,-1.6760048945852912,2.544635227748326,193.69881949753088,183.11446022659024,0.05611769915004036,-112041173.0,15031588.6,54.607463795411476,42.14975642753414,7.135199171144063
